,label,en_tweet,hebrew_tweet,bt_tweet
2186,sadness,"If I say it now, then there's just abusiveness and violent screaming about hypocrisy... but now I prefer to stay quiet and stay out of life.","אם אני אומר את זה עכשיו, אז יש רק התעללות וצעקות אלימות על צביעות... אבל עכשיו אני מעדיף להישאר שקט ולהישאר מחוץ לחיים.","Jika aku mengatakannya sekarang, maka ada saja pelecehan dan kekerasan berteriak tentang kemunafikan ... tapi sekarang aku lebih suka untuk tetap tenang dan tetap keluar dari kehidupan."
2187,fear,"It turns out that popok Seklai used to be the main trigger for urinary tract infections don't let your guard down with disposable diaper practicalism, because if you don't notice this, the danger can get close to the little one.","מתברר כי Popok Seklai היה אמור להיות הגורם העיקרי לזיהומים בדרכי השתן לא לתת המשמר שלך למטה עם מעשי חיתול חד פעמי, כי אם אתה לא שם לב לזה, הסכנה יכולה להתקרב לקטן.","Ternyata popok Seklai digunakan untuk menjadi pemicu utama infeksi saluran kencing tidak membiarkan penjaga Anda turun dengan praktisi popok sekali pakai, karena jika Anda tidak melihat ini, bahaya dapat mendekati yang kecil."
2188,happy,"Day after day, fatigue is rising, but it's the spirit!","יום אחר יום, העייפות עולה, אבל זו הרוח!","Hari demi hari, kelelahan meningkat, tapi itu semangat!"
2189,sadness,Inalillahi wa inlaihi roji'un. I'm sorry for the loss of your mother's mother.,אני מצטער על האובדן של האמא של האמא שלך.,Inalillahi wa inlaihi roji'un.
2190,anger,Do you think the next president won't build? &lt;br /&gt;Why don't you say that the debt that mounts the Jonowi will not continue until the country is bankrupt? &lt;i&gt;&lt;/i&gt; &lt;i&gt;&lt;i&gt;Good to be so conditioned that the brain is not pressed? &lt;/i&gt;,&lt;I&gt;&gt;?האם אתה חושב שהנשיא הבא לא יבנה &lt;BR&gt;?למה אתה לא אומר שהחוב שמעלה את היונווי לא ימשיך עד שהמדינה תפשוט רגל &lt;I&gt;&gt;&gt;&lt;&lt;&gt;&gt;&lt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&l;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&l;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&g,Apa kau pikir presiden berikutnya tidak akan membangun? &lt;br /&gt;Mengapa kau tidak mengatakan bahwa hutang yang menumpuk Jonowi tidak akan terus sampai negara ini bangkrut?&lt;/i&gt; &lt;i&gt;Kenapa tidak kamu katakan bahwa hutang yang menumpukkan Jonowi tidak akan terus sampai negara ini bangkrut?&lt;/i&gt; &lt;i&gt; &lt;i&gt;Bagus untuk dikondisikan sehingga otak tidak ditekan?&lt;/i&gt;
2191,sadness,"200 mubalig version Ag, set. The speech should be in accordance with the Gun. Funny too.","200 גרסת מובליג Ag, נקבע. הנאום צריך להיות בהתאם לאקדח. מצחיק מדי.","200 mubalig versi Ag, set. pidato harus sesuai dengan Gun. lucu juga."
2192,anger,This is an INTEL MAKUTIN DEFENSE!,זו הגנה של אינטל מאקוטין!,Ini adalah jaminan INTEL MAKUTIN!
2193,happy,"I'm serious. If you lose, I'll lose to you instead of you. But you can't lose.","אני רציני, אם תפסיד, אפסיד לך במקום לך, אבל אתה לא יכול להפסיד.","aku serius jika kau kalah, aku akan kalah darimu tapi kau tidak bisa kalah"
2194,fear,"If there's a good announcement, God will make it happen. The title is now full of uncertainty. And wait.","אם תהיה הכרזה טובה, אלוהים יגרום לזה לקרות, התואר מלא עכשיו באי ודאות, וחכה.","Jika ada pengumuman yang baik, Tuhan akan mewujudkannya judulnya sekarang penuh ketidakpastian dan tunggu"
2195,fear,"Sir, I'm just afraid that my feelings will go too far as a senior. Stop it? Even if the reason you're telling me is because you're bored.","אדוני, אני חושש שהרגשות שלי ירחיקו לכת, אפילו אם הסיבה שאתה מספר לי היא בגלל שאתה משועמם.","Pak, aku hanya takut perasaanku akan pergi terlalu jauh sebagai senior hentikan? bahkan jika alasan yang kau katakan adalah karena kau bosan."
2196,sadness,"Is it not good to know that there are many lessons in small things? and when they say, 'Sufficient is there a way,' they say, 'Don't let them hide me', but my faith is weak.",הלא טוב לדעת כי יש לקחים רבים בדברים קטנים וכאשר יאמרו יש דרך לאמר אל תתנו להם להסתירני אבל אמונתי חלשה׃,"Apakah tidak baik untuk mengetahui bahwa ada banyak pelajaran dalam hal-hal kecil? Dan ketika mereka berkata, 'Sudah cukup jalan,' kata mereka, 'Jangan biarkan mereka menyembunyikan saya', tetapi iman saya lemah."
2197,sadness,"Without distance then longing is just wishful thinking. Without distance, it's not clear I see your likeness. Without distance, there's nothing I'm really going to be.","ללא מרחק אז כמיהה היא רק משאלת לב. ללא מרחק, זה לא ברור אני רואה את הדמיון שלך. ללא מרחק, אין שום דבר שאני באמת הולך להיות.","Tanpa jarak maka kerinduan hanya angan-angan tanpa jarak, itu tidak jelas aku melihat rupamu tanpa jarak, tidak ada yang benar-benar aku akan menjadi."
2198,sadness,"Because I'm an honest person, I would say that I have feelings for him, but I don't force him to respond to me and let him go after the people he likes.","כי אני אדם ישר, הייתי אומר שיש לי רגשות כלפיו, אבל אני לא מכריח אותו להגיב לי ולתת לו ללכת אחרי האנשים שהוא אוהב.","Karena aku orang yang jujur, aku akan mengatakan bahwa aku punya perasaan padanya, tapi aku tidak memaksanya untuk menanggapiku dan membiarkan dia pergi setelah orang-orang yang dia sukai."
2199,fear,me as a girlfriend always talks my bf if he's sulking because i dont want to lose him feeling fear,אני כחברה תמיד מדברת עם החבר שלי אם הוא זועף כי אני לא רוצה לאבד אותו מפחד,saya sebagai pacar selalu berbicara bf saya jika dia merajuk karena saya tidak ingin kehilangan dia merasa takut
2200,happy,"I'm sure every time it comes, it'll go away, and so will it.","אני בטוח שבכל פעם שזה מגיע, זה ייעלם, וכך גם זה.","Saya yakin setiap kali itu datang, itu akan pergi, dan begitu juga itu."
2201,love,"Whatever happens, we face it, for the sake of the dream of the heart~ Rest assured, our love is eternal~ As long as the world is still spinning, this love will never fade ~ lt will never change, it never lasts in time~ ahhseeek ~","מה שלא יקרה, אנחנו נתמודד עם זה, למען החלום של הלב ~ היה סמוך ובטוח, האהבה שלנו היא נצחית ~ כל עוד העולם הוא עדיין מסתובב, אהבה זו לעולם לא לדעוך ~ זה לעולם לא ישתנה, זה לעולם לא יימשך בזמן ~ Ahhseeeek ~","Apapun yang terjadi, kita menghadapinya, demi mimpi hati ~ Istirahat, cinta kita abadi ~ Selama dunia masih berputar, cinta ini tidak akan pernah memudar ~ lt tidak akan pernah berubah, tidak pernah berlangsung dalam waktu ~ ahhseek ~"
2202,fear,"You want to walk outside the boarding house, but you're afraid you're gonna have a watch, because you're gonna have a camera and a cell phone, and you're gonna have to go out on your own with your laptop and your neighbor's wet cake. #baladaboy area. #baladaboy","אתה רוצה לצאת מהאכסניה, אבל אתה מפחד שיהיה לך שעון, כי תהיה לך מצלמה וטלפון נייד, ואתה תצטרך לצאת לבד עם המחשב הנייד שלך והעוגה הרטובה של השכן שלך.","Anda ingin berjalan di luar asrama, tapi Anda takut Anda akan memiliki menonton, karena Anda akan memiliki kamera dan ponsel, dan Anda akan harus pergi keluar sendiri dengan laptop Anda dan Anda tetangga apos; s kue basah. #baladaboy daerah. #baladaboy"
2203,fear,Every night like this I'm worried about everything that happened and what's going to happen tomorrow. Two nights I'm worried about the news that came up last 25.,כל לילה כזה אני מודאג מכל מה שקרה ומה שיקרה מחר.,Setiap malam seperti ini aku khawatir tentang segala sesuatu yang terjadi dan apa yang akan terjadi besok.
2204,sadness,"Recently, he said that he was sad to see his friends going through a difficult time, and that they didn't even want to have a chat because they were worried that something wouldn't hurt.","לאחרונה, הוא אמר שהוא היה עצוב לראות את חבריו עוברים תקופה קשה, ושהם אפילו לא רוצים לנהל שיחה כי הם היו מודאגים שמשהו לא יזיק.","Baru - baru ini, ia mengatakan bahwa ia sedih melihat teman - temannya mengalami masa - masa yang sulit, dan bahwa mereka bahkan tidak ingin mengobrol karena mereka khawatir bahwa ada sesuatu yang tidak menyakitkan."
2205,fear,The latest news from Timi. He doesn't dare to go home and sleep on the porch of the mosque. The trauma of the self-absorbed by the owner.,"החדשות האחרונות מטימי, הוא לא מעז ללכת הביתה ולישון במרפסת של המסגד, הטראומה של בעליו השקוע בעצמו.","Berita terbaru dari Timi, dia tidak berani pulang dan tidur di teras masjid."
2206,love,You're the same guy who's father-in-law. &lt;i&gt;&lt;/i&gt; &lt;i&gt; Lu bakin gue kak kak kak kalo-ini his story. &lt;i&gt;&lt;/i&gt; &lt;i&gt;&lt;i&gt;&lt;/i&gt; &lt;i&gt;&lt;/i&gt; &lt;/i&gt; &lt;i&gt; &lt;/i&gt; &lt;/i&gt; &lt;/i&gt; &lt;i&gt; The guy is looking after the girl. &lt;/i&gt; &lt;/i&gt; &lt;i&gt; &lt;/i&gt; &lt;i&gt;i&gt; &lt;/i&gt; &lt;/i&gt; &lt;/i&gt; &lt;/i&gt; &lt;/i&gt; The guy&gt; &lt; &lt; &lt;/i&gt; &lt;/i&gt; &lt; &lt;/i&gt; &lt; &lt;/i&gt; The guy&gt; The guy&gt; The person&gt; The girl&gt; The guy&gt; The guy&gt; The guy&gt; The guy&gt; The person&gt; The person&gt; The person&gt; The person&gt; The person&gt; The guy&gt; The guy&gt; The person&gt; The person;/i&gt; The person;/i&gt; The Sungt; The Sungt; The person&gt; ♪ The person&gt;,&gt;&gt;&gt; &gt;&gt;&gt;&gt;&gt; האיש;&gt;&gt;&gt;&lt;&gt;&gt;&gt;&gt;&lt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&l;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&l;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&l&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; האיש&gt;&gt;&gt;&gt; האיש&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; את האדם&gt;&gt;     h;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,Kau orang yang sama yang menjadi ayah mertua.&lt;/i&gt; &lt;/i&gt; &lt;i&gt;Laki-laki &lt;i&gt;The&lt;/i&gt; &lt;i&gt;The&gt;&lt;/i&gt; &lt;i&gt;The&gt;&lt;/i&gt; &lt;i&gt;Orang itu adalah pria yang mencari gadis.&lt;/i&gt; &lt;i&gt;Orang itu adalah pria yang mencari pria.&lt;/i&gt; &lt;i&gt;Orang itu.&lt;/i&gt; &lt;i&gt;Orang itu.&gt; &lt;i&gt;Orangnya &lt;i&gt;Orangnya &lt;i&gt; &lt;i&gt; &lt;i&gt;i&gt;Orangnya &lt;i&gt;i&gt;i&gt;i&gt;Orangnya &lt;i&gt;/i&gt; &lt;i&gt;i&gt; &lt; &lt; &lt; &lt; &lt;i&gt; &lt;i&gt; &lt;i&gt;i&gt;i&gt;i&gt;i&gt;i&gt; &lt;i&gt;i&gt;i&gt;i&gt;i&gt;i&gt; &lt;i&gt;Orang itu &lt; &lt;i&gt; &lt;i&gt;i&gt;Orang yang mencari pria yang mencari pria yang mencari pria yang mencari pria yang mencari pria yang mencari pria yang mencari pria yang mencari orang.&gt; &lt;i&gt; &lt; &lt; &lt; &lt; &lt; &lt; &lt; &lt; &lt; &lt;i&gt; &lt; &lt; &lt; &lt; &lt; &lt; &lt; &lt; &lt; &lt; &lt; &lt; &lt; &lt; &lt;i&gt; &lt;i&gt; &lt; &lt; &lt; &lt;i&gt; &lt
2207,anger,"fontcolor="" # FFFF00""hername isparent fontcolor="" # FFFF00""yes fontcolor="" # FFFF00""it'sprescribedtopaythekidsschool? fontcolor="" # FFFF00""so fontcolor="" # FFFF00""there'snotthatwhowas wastingthe money! fontcolor="" # FFFF00""everythingwe'vebeendoing fontcolor="" # FFFF00""well fontcolor="" # FFFF00""well fontcolor="" # FFFF00""well fontcolor="" # FFFF00""well fontcolor="" # FFFF00""well fontcolor="" # FFFF00""well fontcolor="" fontcolor="" # FFFF00""well fontcolor="" fontcolor="" fontcolor="" fontcolor="" # FFFF00"" fontcolor="" fontcolor="" # FFFF00"" fontcolor="" # FFFF00"" fontcolor="" fontcolor="" # FFFF00"" # FFFF00"" fontcolor="" fontcolor="" # FFFF00"" font"" # FFFF00"" # FFFF00"" font"" font"" fontcolor="" # FFFF00"" # FFFF00"" # FFFF00"" fontcolor="" font"" font"" font"" font"" font"" font"" fontcolor="" font"" fontcolor="" fontcolor="" fontcolor="" fontcolor="" fontcolor="" # FFFF00"" font"" font"" fontcolor="" font"" # FFFF00"" font"" # FFFF00"" # FFFF00"" # FFFF00"" font"" font"" # FFFF00"" font"" # FFFF00"" font"" fontcolor="" font"" font"" fontcolor="" fontcolor="" fontcolor"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" #"" # FFFF00"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font"" font""","Font color = ""# Font color"" font color = ""# Font color"" font color"" font color"" font color = ""Font color"" font color"" font color"" font color = ""Font color"" font color"" font color"" font color = ""Font color"" font color"" font color"" font color""#"" font color""#"" font color"" color""#""#""Font color""#""#""F00""Font color""F00""F ""F ""F""#""#""#""#""#""FFF ""Font""Font""F""F""F""F""F""#""F""F""#""F""#""F""#""#""F""#""#""#""F""#""#""#""F""F""F""F""#""F""#""#""#""#""F""F""F""F""F""F""F""F""F""#""#""#""#""#""#""F""#""#""#""#""#""#""#""#""#""#""#""#""F""F""#""#""Fon""F""F""F""F""F""F""F""F""#""#""#""F""#""#""F""#""#""#""#""#""#""F""F""F""F""F""F""F""F""#""F""F""F""#""#""#""Font""#""Fon""F""F""F""F""Font""#""#""Font""Font""#""#""#""#""#""#""#""#""#""#""F""F""F""F""F""F""F""F""Font""#""#""#""#""Font""Font""#""#""#""#""F""F""F""F""F""F""F""F""",namanya sudah terbuka ya siapa yang sudah membuang uang! semuanya kita sudah bayar sekolah juga baiklah kalau begitu tidak ada yang membuang-buang uang!
2208,fear,"[askmf] Guys, I want to upload twibbon univ on the instagram. But it's selfish, because it's private.","חבר'ה, אני רוצה להעלות את טוויבון אוניב באינסטגרם, אבל זה אנוכי, כי זה פרטי.","Teman-teman, aku ingin meng-upload twibbon univ di instagram."
2209,love,"Park Woojin should be loved, appreciated, given a nice, nice, nice, hot, hot coffee or chocolate. Whatever he is, he's happy. Anyway, the point is, Woojin Park has to be made happy.","פארק ווג'ין צריך להיות אהוב, מוערך, בהתחשב בקפה נחמד, נחמד, חם, חם או שוקו... מה שהוא לא יהיה, הוא מאושר... בכל מקרה, הנקודה היא שפארק ווג'ין חייב להיות מאושר.","Park Woojin harus dicintai, dihargai, diberikan bagus, bagus, kopi panas atau coklat apapun dia, dia bahagia Pokoknya, intinya adalah, Woojin Park harus dibuat bahagia."
2210,fear,I'm glad my cousin is back home on his car.,אני שמח שבן דודי חזר הביתה עם המכונית שלו.,Aku senang sepupuku kembali ke rumah dengan mobilnya.
2211,sadness,"If it's more awkward now than it was short enough. Yes, it was. Now no.","אם זה יותר מביך עכשיו ממה שזה היה מספיק קצר כן, זה היה, עכשיו לא.",Jika itu lebih canggung sekarang daripada itu cukup pendek.
2212,sadness,The reason why aing rarely chats is that talking to people is more fun than talking to people that's sometimes unclear about what. [URL],הסיבה לכך שאינג בקושי משוחחת היא שלדבר עם אנשים זה יותר כיף מאשר לדבר עם אנשים שלפעמים לא ברורים לגבי מה.,Alasan mengapa jarang mengobrol adalah bahwa berbicara dengan orang lebih menyenangkan daripada berbicara dengan orang-orang yang kadang-kadang tidak jelas tentang apa. [URL]
2213,fear,"[USERNAME] I actually don't have a problem with showing my contents from time to time, with a note: ""whatever the risk is, it's on its own"": but if the usernames and passwords, there's a possibility of ""pisssing"" later, I'm lazy.","למעשה אין לי בעיה להראות את התוכן שלי מפעם לפעם, עם פתק: ""לא משנה מה הסיכון, הוא ברשות עצמו"": אבל אם שמות המשתמשים והסיסמאות שלי, יש אפשרות של ""פיסינג"" מאוחר יותר, אני עצלן.","Saya sebenarnya tidak punya masalah dengan menampilkan isi saya dari waktu ke waktu, dengan catatan: ""apa pun risikonya, itu sendiri"": tetapi jika nama pengguna dan kata sandi, ada kemungkinan ""pissing"" nanti, saya malas."
2214,sadness,"If he doesn't care, why should we pay attention if he won't listen, why should we talk to him if he decides to go, why should we stay with him?","אם לא אכפת לו, למה אנחנו צריכים לשים לב אם הוא לא מקשיב, למה אנחנו צריכים לדבר איתו אם הוא מחליט ללכת, למה אנחנו צריכים להישאר איתו?","Jika ia tidak peduli, mengapa kita harus memperhatikan jika ia tidak mau mendengarkan, mengapa kita harus berbicara dengannya jika ia memutuskan untuk pergi, mengapa kita harus tinggal bersamanya?"
2215,fear,"Ih Ngeri, Drawing Luna Maya Photos So Suzzanna Makes Merinding [URL]","איה נגרי, מצייר תמונות של לונה מאיה אז סוזאנה עושה מרינדינג","Ih Neri, Drawing Luna Maya Photos So Suzzanna Makes Merinding [URL]"
2216,love,"If the doctor calls her ""duk"" - if the nurse calls her ""sus"" - then if it's a pharmacist? ""Aap,"" ""tek,"" or ""ker""?","אם הרופא קורא לה ""דוק"" - אם האחות קוראת לה ""סוס"" - אז אם זה רוקח? ""אפ,"" ""טק,"" או ""קר""?","Jika dokter memanggilnya ""duk"" - jika perawat memanggilnya ""sus"" - kemudian jika itu apoteker? ""Aap,"" ""tek,"" atau ""ker""?"
2217,fear,"I'm thinking of ""no one else's life,"" and there's no light and there's so many people against the currents.","אני חושב על ""החיים של אף אחד אחר,"" ואין אור ויש כל כך הרבה אנשים נגד הזרמים.","Saya berpikir tentang ""tidak ada kehidupan orang lain,"" dan tidak ada cahaya dan ada begitu banyak orang melawan arus."
2218,anger,Fat if I tell you not to move!,שמן אם אני אומר לך לא לזוז!,Fat jika saya memberitahu Anda untuk tidak bergerak!
2219,fear,"It's so loud, it's stuck, but toll it all.","זה כל כך חזק, זה תקוע, אבל אגרה זה כל.","Ini sangat keras, itu terjebak, tapi tol itu semua."
2220,anger,"So you used to say, ""What are you doing? You're just playing with me?""","אז נהגת לומר, ""מה אתה עושה, אתה סתם משחק איתי?""","Jadi kau sering berkata, ""Apa yang kau lakukan? kau hanya bermain-main denganku?"""
2221,love,The most beautiful thing to do these days is you because you're a beautiful gift in my life.,הדבר היפה ביותר לעשות בימים אלה הוא אתה כי אתה מתנה יפה בחיים שלי.,Hal yang paling indah untuk dilakukan hari ini adalah Anda karena Anda adalah hadiah yang indah dalam hidup saya.
2222,anger,"Less intensity, so you don't hear from me every day, so it's late every day just for face-time and phone calls, in the bedroom.","פחות אינטנסיביות, אז אתה לא שומע ממני כל יום, אז זה מאוחר כל יום רק לפייס-טיים ושיחות טלפון, בחדר השינה.","Kurang intensitas, sehingga Anda tidak mendengar dari saya setiap hari, sehingga terlambat setiap hari hanya untuk wajah-waktu dan panggilan telepon, di kamar tidur."
2223,love,"I'm sorry, I'm sorry. I'm sorry, I'm sorry, but I haven't been in his room since summer.","אני מצטער, אני מצטער, אני מצטער, אבל לא הייתי בחדר שלו מאז הקיץ.","Maaf, maaf, maaf, tapi aku belum pernah ke kamarnya sejak musim panas."
2224,happy,I'm not going to give up on you because you're going to give up on your own because you're going to give up on yourself because you're going to give up on yourself because you're going to give up on yourself because you're going to give up on yourself.,אני לא הולך לוותר עליך כי אתה הולך לוותר על עצמך כי אתה הולך לוותר על עצמך כי אתה הולך לוותר על עצמך.,Aku tidak akan menyerah padamu karena kau akan menyerah pada dirimu sendiri karena kau akan menyerah pada dirimu sendiri.
2225,sadness,"Hm, it's kind of like that seeing people who are against Via Vallen, because everywhere abuse is abuse, verbal or physical, so remember ever digituin too...","זה כמו לראות אנשים שמתנגדים לוויה ואלן, כי בכל מקום התעללות היא התעללות, מילולית או פיזית,","Hm, itu semacam melihat orang-orang yang melawan Via Vallen, karena di mana-mana penyalahgunaan adalah penyalahgunaan, verbal atau fisik, jadi ingat pernah digitusin juga ..."
2226,sadness,"The more modern your lifestyle, the more you produce plastic garbage.","ככל שסגנון החיים שלך מודרני יותר, כך מייצרים יותר זבל מפלסטיק.","Semakin modern gaya hidup Anda, semakin banyak Anda memproduksi sampah plastik."
2227,fear,Story with A another story with B another story with C I hope the couple's relationship is clean again,סיפור עם סיפור אחר עם ב 'עוד סיפור עם C אני מקווה שמערכת היחסים של הזוג נקיה שוב,Cerita dengan A cerita lain dengan B cerita lain dengan C Saya berharap hubungan pasangan bersih lagi
2228,love,"I love you, I love you, I love you, I love you, I love you, I love you, I love you, 143","אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, 143","I love you, I love you, I love you, I love you, I love you, I love you, I love you, 143"
2229,sadness,Sorry about the earthquake victims in Lombok. May God always give you the best #prayforlombok Cc [USERNAME] [URL],"אני מצטער על קורבנות רעידת האדמה בלומבוק, שאלוהים תמיד ייתן לך את הטוב ביותר.",Maaf tentang korban gempa di Lombok. Semoga Tuhan selalu memberikan yang terbaik #prayforlombok Cc [NAMA USERN] [URL]
2230,fear,"I'm afraid to read this, but I'm wearing my clothes everyday, and I'm wearing a hood and I'm always wearing a skirt.","אני מפחד לקרוא את זה, אבל אני לובש את הבגדים שלי כל יום, ואני לובש ברדס ואני תמיד לובש חצאית.","Aku takut membaca ini, tapi aku memakai pakaianku setiap hari, dan aku memakai tudung dan aku selalu memakai rok."
2231,anger,"The guy who didn't know it was an empty seat but made a jacket, who wasn't standing next to him but still didn't mind his stuff:","הבחור שלא ידע שזה מושב ריק אבל עשה מעיל, שלא עמד לידו אבל עדיין לא אכפת לו הדברים שלו:","Orang yang tidak tahu itu adalah kursi kosong tapi membuat jaket, yang tidak berdiri di sampingnya tapi masih tidak keberatan barang-barangnya:"
2232,sadness,"Apollo and Pollo have made peace with the past, so let's not make peace with each other.","אפולו ופולו השלימו עם העבר, אז בואו לא נעשה שלום אחד עם השני.","Apollo dan Pollo telah berdamai dengan masa lalu, jadi jangan berdamai satu sama lain."
2233,sadness,"On night 21, I pray that whatever overdoses in this country soon returns to its dose.","בלילה 21, אני מתפלל שכל מה שמנת יתר במדינה הזאת בקרוב חוזר למינון שלה.","Pada malam hari 21, aku berdoa bahwa apapun overdosis di negeri ini segera kembali ke dosisnya."
2234,anger,"Let's talk together until we're 12 to the same time we're having 12 or so... but we're on a non-reject chat, we're on the phone, we're having a meeting, we're having a busy meeting.","בוא נדבר יחד עד שנהיה בני 12 באותו הזמן שיש לנו 12 בערך... אבל אנחנו בצ'אט ללא התנגדות, אנחנו בטלפון, יש לנו פגישה, יש לנו פגישה עמוסה.","Mari kita bicara bersama-sama sampai kita 12 sampai waktu yang sama kita memiliki 12 atau lebih ... tapi kita berada di percakapan non-reject, kita berada di telepon, kita memiliki pertemuan, kita memiliki pertemuan sibuk."
2235,fear,"When I was just dating yesterday, but there wasn't any news where or where I was going.","כשרק יצאתי אתמול, אבל לא היו חדשות לאן או לאן אני הולך.","Ketika aku baru saja berkencan kemarin, tapi tidak ada berita di mana atau di mana aku akan pergi."
2236,fear,"Until now, I've been thinking about a student who's committed because of a code & pressure from someone around. Afraid that I'll be like this, because I'm thinking about a stress script plus pressure people who are close to asking me when to graduate?'","עד עכשיו, חשבתי על סטודנט שאושפז בגלל קוד ולחץ ממישהו בסביבה, מפחד שאהיה כזה, כי אני חושב על תסריט לחץ","Sampai sekarang, saya telah berpikir tentang seorang mahasiswa yang berkomitmen karena kode dan tekanan dari seseorang di sekitar. takut bahwa saya akan menjadi seperti ini, karena saya berpikir tentang naskah stres ditambah tekanan orang-orang yang dekat untuk meminta saya kapan lulus? """
2237,fear,"Oh, my God. T-t-T-T-T-T-T-T-T-T-T-T-T-T-T.","אלוהים, ט-ט-ט-ט-ט-ט-ט-ט-ט-ט-ט.","Oh, Tuhan T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T."
2238,anger,"Turn to the mastiin production floor and ask them directly what they wrote and get interrupted, asked for a photo of Yaavennn mas dizziness","פנה לרצפת הייצור של מסטיין ושאל אותם ישירות מה הם כתבו, והפריעו להם, וביקש תמונה של סחרחורת של יאבן מאס.","Beralih ke lantai produksi mastiin dan tanyakan secara langsung apa yang mereka tulis dan terinterupsi, meminta foto Yaavenn mas pusing"
2239,anger,"Fine, but if you always say you don't know how it's gonna be like you don't understand or you're gonna be safe?","בסדר, אבל אם אתה תמיד אומר שאתה לא יודע איך זה הולך להיות כמו שאתה לא מבין או שאתה הולך להיות בטוח?","Baik, tapi jika Anda selalu mengatakan Anda tidak tahu bagaimana itu akan menjadi seperti Anda tidak mengerti atau Anda akan aman?"
2240,sadness,"[USERNAME] That's right, man, in the fission there's no briefing on how that script or the minimum of spiritual motivation is facing the wkwk script.","זה נכון, גבר, בביקוע אין תדרוך על איך התסריט הזה או המוטיבציה הרוחנית המינימלית","[ASERNAMA] Itu benar, manusia, dalam fisi tidak ada pengarahan tentang bagaimana naskah atau minimum motivasi spiritual menghadapi naskah wkwk."
2241,sadness,"It's kind of crazy, though. It's kind of like Sally Oal. & dixy, just like on the street.","זה קצת מטורף, זה כמו סאלי אואל, ודיקסי, בדיוק כמו ברחוב.","Ini agak gila, ini seperti Sally Oal. & dixy, seperti di jalanan."
2242,happy,"I said, ""What's going on down there?"" ""You go along with it."" ""It's okay for you to buy it before it rains.""","אמרתי, ""מה קורה שם למטה?"" ""אתה הולך עם זה."" ""זה בסדר בשבילך לקנות את זה לפני שיורד גשם.""","Aku berkata, ""Apa yang terjadi di sana?"" ""Anda pergi bersama dengan itu."" ""Tidak apa-apa bagi Anda untuk membelinya sebelum hujan."""
2243,love,"Someone said, ""There's one way to make a woman fall in love, which is to make her laugh."" But I never could, in fact, when she laughed, I was the one who loved her even more.","מישהו אמר, ""יש דרך אחת לגרום לאישה להתאהב, שהיא להצחיק אותה."" אבל אף פעם לא יכולתי, למעשה, כשהיא צחקה, אני הייתי זה שאהב אותה עוד יותר.","Seseorang berkata, ""Ada satu cara untuk membuat seorang wanita jatuh cinta, yaitu untuk membuatnya tertawa."" Tapi aku tidak pernah bisa, pada kenyataannya, ketika dia tertawa, aku adalah orang yang lebih mencintainya."
2244,sadness,I feel like I'm living in a village at this time.,אני מרגיש כאילו אני חי בכפר בשלב זה.,Aku merasa seperti tinggal di desa saat ini.
2245,sadness,"Even playing ludo versus computer is still a loser, crazy. - izam. The important one never wins ))) let's not keep losing. [URL]","אפילו לשחק לודו נגד מחשב זה עדיין לוזר, מטורף.","Bahkan bermain ludo versus komputer masih pecundang, gila. - izam. yang penting tidak pernah menang)) mari kita tidak terus kalah. [URL]"
