,label,tweet,en_tweet
2619,fear,Bahaya ...MERCURY....? Untung cepet tersadar dan stop buat pakai produk2 instan ya. Sayangi kulit dan kesehatan anda. Karna cantik itu tidak perlu putih paling utama sehat Drw aman dari mercury ples aman...,"It's too dangerous to wake up so quickly and stop using instant products, love your skin and health, because it doesn't have to be white."
2620,sadness,"Kemarin ngelihat lamtur ngomongin tentang bank bni yang bermasalah. Awalnya dicuekin sih, tapi jadi perhatian banget setelah hari ini uang gaji keluar kata mbanking tapi waktu di cek malah yang keluar cuma 2.5 persen dari gaji yang harusnya keluar #BNI46","Yesterday, I saw a story about a bank that was in trouble, but it's so important after today that the salary came out at the game but the time in the check came out was 2.5 percent of the salary that was supposed to come out of #BNI46."
2621,fear,"Setiap masuk lingkungan baru, selalu serba salah.. Takut ga punya temen, tapi takut juga kalau punya temen. Takut mengecewakan.","Every time I go into a new neighborhood, it's all wrong, afraid I won't have a friend, but I'm afraid I'll be disappointed."
2622,happy,"Saya dapat surga dunia dikamar, serasa beneran dapat surga akhirat. Itu semua karena wifi. Terima kasih telkom. Suasananya bener2 surgaaaaa. Saya mau surga dunia saya ini kayak gini disurga akhirat. Enaaak. Saya udh pakai ratusan kali wifi di rumah. Pakai ya semua warga Indonesia","It's because of wifi, thank you telkom, the atmosphere is really paradise, I want my world heaven to be like this in the afterlife."
2623,anger,"Wktu sblm lebaran kmrn sy jg ada kiriman paket dr aceh juga, lebih berat malah, tp pakai perusahaan lain, itu cepat, kirim tgl 7,tgl 11 pagi sdh nyampe, ini pake j&t ko ribet ya prosesnya","There's a package from today, it's heavier, but use the other company, it's fast, send it to 7,tgl 11 a.m. already, it's in j&t ribet ya process"
2624,fear,"Icut skip-skip, LAH KOK MAKIN SEREM GELAAAA Masih ingat malam itu abis jejeritan langsung lompat ke luar ke kamar Umi, minta tidur sama Umi","Icut skipp-skip, KOK KAKIN SEREM GLALAA Remember that night when the screaming jumped right out to Umi's room, asking to sleep with Umi"
2625,anger,"[USERNAME] [USERNAME] orderan GK-83526723, driver gojek mgomel ke saya keterangan alamat yg saya tulis ga bs di liat di aplikasi yg dia pegang, pdhl saya udah tulis lengkap no rumah saya no. 10, kesel saya diomel2in krn aplikasi gojek ygvkrg kom","[USERNAME] [USERNAME] Orders GK-83526723, the driver's mumbled to me the address I can't see on the application he's holding, and I've written down the complete number of my house no. 10, my cell was mumbled because of the app which he was holding, and I've written the complete number of my house no. 10, my cell was mumbled because of the app which was akrkr kom"
2626,sadness,Dulu kalo di-bully sukanya marah terus dikejar si tukang bully. Saat kagak tertangkap dan badan lelah seketika itu pula muncul bulir bulir air bercucuran dari mata.,"Whenever he was bullied, the bully chased him, and when he didn't catch him, immediately he began to see the ears of the ears gushing from his eyes."
2627,sadness,"Yagitu.. Mulai perkenalan dri awal tu njlimet. Belom pertanyaan2 menye2 yang musti harus banget dijawab. Iya kalo lanjut, kalo nggak ya sia2 kan..",That's it... startin' with the introductions from the beginning njlimet... not to mention the questions that have to be answered.
2628,fear,"Mas [USERNAME], mau nanya nih, apakah dengan cara jatuh cinta lagi, memulai lagi dari awal perkenalan dengan org baru akan membuat hati yang dulu sakit akan sembuh?","[USERNAME] Sir, would you like to ask this, is it by falling in love again, starting over with a new person that will make the heart ache?"
2629,love,":: meski aku golput.. tp salut [USERNAME] .. ia satu2nya presiden #RakyatIndonesia yg bisa menangis di depan publik... :: memang tak sedikit lawan2 politiknya.. mngcap dia sombong.. :: tapi, nyatanya, ia menangis.. :: :: #SaveNKRI [URL]",": Although I was golput..but saluted [USERNAME].. he was the only president of #Rakyatian who could cry in public...: no less of his political opponents..prate him arrogant..::but, in fact, he was crying.:: #SavenRRRI [URL]"
2630,love,"Walau kau menghapus menghempas diriku Mengganti cintaku Semua tak mampu hilangkan cinta Yang telah kau beri~ Walau kau berubah, aku kan bertahan Di sepanjang waktuku Biarkan aku mencintaimu dengan caraku","Even if you erase my self-inflicted love, it won't take away the love you've given me. Even if you change, I'll survive all my time. Let me love you my way."
2631,anger,Muka itu enggak usah dicari bakalan dapat muka kok buktikan dengan kinerja .... Lahhh yang onoh cari muka nya sama yang tua2 doang .... [URL],That face shouldn't be searched for will get you face-to-face to prove it with performance. [URL]
2632,fear,"Pernah saya tanya, kok sore sudah pulang? ""Males mas, takut kemaleman. Kadang suka ada beruang lewat sama hewan buas lainnya."" Nah loh. Mampus dah aing. Tiap siang langsung saya cabut balik ke Jambi. Itu belum gangguan sosok mistis klo kemaleman di jalan","I've asked you, how come it's late in the afternoon? ""Males, afraid of being alone. Sometimes bears pass through other wild animals."""
2633,happy,Kegiatan Ibadah Sholat Dzuhur UILS Koja. Penerima Manfaat bersama Petugas Pendamping melakukan ibadah sholat Dzuhur berjamaah. Indahnya kebersamaan [URL],The recipients of good deeds with the co-host are in a stalwart prayer.
2634,love,"Kuakui aku jatuh cinta pada aksara, Oleh sebab itu aku bisa berbicara pada semesta walau hanya lewat untaian kata tapi yang kuceritakan ialah tentang kita","I admit I'm in love with the characters, so I can speak to the universe even through a string of words, but what I'm telling you is about us."
2635,fear,Liat temen-temen udah pada kewong aja . Ngeri juga kalau w mikirin sampe kapan ya w kewong dengernya itu loh . Masalahnya w belum kepikiran masih takut,The problem is that we haven't thought about it yet.
2636,sadness,"mon maap, bukan mau jadi party pooper, cuman itu fakultas disebrang jalan rektorat masi banyak yg nafas HTI. tulung diciduk dulu bu. tengs. [URL]","mon sorry, not to be a party pooper, it's the only school across the street that has a lot of HTI breathing. Covered up first, ma'am."
2637,love,Cinta seorang ibu berada tepat di bawah cinta Tuhan kepada kita. Ibu tidak pernah lelah untuk menyayangi dan mengasihi kita. Cinta nya lebih mulia daripada cinta seseorang dimanapun di dunia ini.,A mother's love is right under God's love for us.
2638,sadness,"Puasa tahun ini berasa banget kurang khusu, shalat tarawih sm ngaji bisa diitung jari berapa kalinya, padahal blm tentu tahun depan bisa ngerasain lagi ( *lagi curhat* *tapi tetep bukannya ngaji malah twitteran* :","This year's fast is so low, prayers can be lifted by how many fingers, but it won't be felt for another year."
2639,anger,bacot parah galak kalau udah marah jan mau deh dimarahin lex. caca aja kapokgabisa dibohongin kalau ttg cinta tp knpa ttg lainnya lu bege ya susah beud disuruh tidur atau makan my human diary yang kita dkt gatau grgr,"You're so mean when you're angry and you want to get yelled at, Lex. If you can't be lied to about love, then why do you care? It's hard for you to go to bed or eat my human diary that we've never had."
2640,anger,"[USERNAME] Gw dong. Udah dibilang ga mau ke tempat itu tp ngeyel isi ngejebak mau beliin sesuatu lah. Akhirnya ngomel dah dijalan, eh malah die yg ngamuk naik motor kayak ga bawa anak orang. Gw teriak2 sampe nangis ga digubris malah makin kenceng bawa","I told you I didn't want to go to that place, but the whole thing was about to buy something."
2641,love,"Tbh, aku rasa aku jatuh cinta dengan someone tanpa aku sedar bcs my heart beats faster when i think of her. Jangan tanya siapa. Aku takkan beritahu.",I think I'm in love with someone without me knowing bcs my heart beats faster when I think of her.
2642,fear,"#OldMoneyGakNgerasain paniknya jika benda ini dibagikan guru pas dikelas. Rela gak kekantin atau ke wc demi jaga benda ini. Bukan karna malu nilainya, tapi karna takut ketahuan nama orang tua.","#OldMoneyGakNfeelsexcited that this was shared by a teacher in class. will not go to the cafeteria or to the WC to guard this thing. not out of shame for its value, but for fear of being exposed to an old man's name."
2643,happy,Ada bahasa guyonan lg nih antara si ucha dan si rin. Si rin: Aku tuh lg ditaksir sama si joni dan sama si bowo lo cha! Menurutmu mana yg lebih keren cha? Si ucha: Ya...jelas aku dong rin! He..he..,I'm thinking of joni and the bowo lo cha!
2644,anger,Sebenernya udah mulai kecewa sama pakdhe [USERNAME] semenjak ada kriminalisasi KPK awal pemerintahan beliau. Ditambah kasus Novel Baswedan yg gak tuntas.,"It's actually been starting to disappoint him ever since the first KPK criminalization of his government, plus the unfinished Baswedan novels."
2645,anger,"COBAAA MANA ADA TEMEN BEGINI YA ALLAH:( perkara gadapet 3 bulan aja dicurigain ibu,hamil ciken naget mah iya beserta happy meal-_-","I've been trying to find God's way: three months' worth of things I've been suspected of, but I've been with happy meal."
2646,sadness,"Hari minggu suka bolos ke gereja hanya karna nobar power rmarahs dirumah teman sampe rumahnya penuh, kadang cuma bisa denger gabisa liat filmnya, miris... #OldMoneyGakNgerasain","Sundays like to skip church just because of nobar power rages at a friend's house until it's full, sometimes just can't hear the movie, miris... #OldMoneyGrasin"
2647,love,"Apakah kamu mengetahui, dihari bahagia itu papa pergi kebelakang panggung sebentar dan menangis. Papa menangis karena papa sangat bahagia kemudian papa berdoa.. Dalam lirih doanya kepada tuhan papa berkata :",Do you know that on that happy day papa went backstage for a little while and cried.
2648,sadness,"Rindu tidak terungkap. Dalam banyak-banyak insan yang aku kenal, hanya kau seorang sahaja yang aku rindu. Rindu sangat-sangat. walaupun terlampau awal untuk kau pergi, tapi aku nak juga rasa kasih sayang dari seorang ibu. Umi, adik rindu umi Al-Fatihah.","Miss is not revealed. even though it's too early for you to go, but I want the love of a mother."
2649,sadness,"Perjalanan kali menuju ibu kota kali ini ditemani oleh 2 teman saya, sayang sekali mereka sudah nyaman dengan kursi alhasil perjalanan terkesan membosankan","The trip to the capital this time was accompanied by two of my friends, unfortunately they were already comfortable with the return seats. The journey seemed boring."
2650,sadness,"Karena dialog ini, semalaman aku merenung, apa iya masih ada Tuhan? Kalaulah ada, apa iya masih ingat dengan janjiNya untuk membuat kiamat? Apa iya Tuhan peduli pada Indonesia? Apa iya Tuhan peduli padaku? Kukira tidak!","Because of this dialogue, all night I thought, is there a God? do you still remember his promise to make the end?"
2651,fear,"#KKNLYFE DAY 02 Paginya leyeh-leyeh, pas air galonnya abis, jadi panik. Kudu isi ulang galon naik turun gunung dengan jalan yang Subhannallah, dan waktu tempuh sekitar 1jam pulang pergi. Ampir jatoh ke jurang gegara tanjakan ngeri dan jalannya rusak.","#KKNLYFE DAY 02 The morning is leyeh-leyeh, when the water is empty, it panics, reloads the gallon up and down the mountain with a path that subhannalah, and takes about an hour to go back and forth."
2652,sadness,"Ya kalo ngerasa ngumpul nya kurang kan bisa ngumpul tempat lain, misalnya dirumah siapa gitu. Biar lebih leluasa. Ya cuma kalo bukber di rumah orang kan gak enak juga, apalagi yg dateng 20 orang lebih huhuhh Jadi yg mau pulang ya bisa pulang.","You know, if you're not feeling well enough to be hanging around other places, say it's at someone's house, it's more comfortable."
2653,anger,"[USERNAME] [USERNAME] Gak lah, ngapain sih, orang kmrn sdh studi banding ke mamarika, tuh hasilnya udh kliatan kan, bakalan ada jalut becak way.","[USERNAME] [USERNAME] No, no, no, no, no, no, no."
2654,love,"tiap kali baca kisah2 zaman nabi, rasa jatuh cinta dgn semuaaaaa. mlm ni baca saidina umar dlm hati... ya allah saidina umar ","Every time I read the stories of the Prophets, I fell in love with all these people."
2655,love,"Dik, semoga kau paham. Mencinta tapi belum halal, merindu namun belum sah. Ini tidak mudah karena kau harus dimuliakan. Perhatikan sikapku, apakah aku memilih kita berangkulan atau menuai nyaman dengan bergandengan. Aku hanya mensyukuri tiap pertemuan dengan cara mencuri pandang.","Brother, I hope you understand... love but not yet halal, miss and not yet legal... it's not easy because you have to be honored... watch me, whether I choose to be a liability or to reap comfortably by hand... I'm just grateful for every meeting by stealing a glance."
2656,love,Dari matamu matamu ku mulai jatuh cinta,From your eyes I'm starting to fall in love
2657,happy,"Duh jd cerita kmana2.. Intinya yaa, klo kita slalu bersyukur.. slalu mrasa cukup, pasrah tp ikhtiar kenceng, slalu adaaa aja hal yg bkin kita merasa beruntung di tengah2 tantangan hidup yg semakin tinggi.. dan doa ortu adalah yg paling utama..","Well, the point is, if we're thankful, then we're happy, and we're done, but it's too tight, then there's just one thing we're lucky to be in the middle of an ever-higher life challenge, and our parents' prayers are the most important thing."
2658,fear,Aku gatau tp knp akhir2 ini bnyk akun aneh yg ngefollow.. Serem2 lagi.. Aku harus apa?? Haruskah ganti uname? Delete acc trus buat baru?,"I don't know, but why are there so many weird accounts that are following me around all the time... what do I have to do?"
2659,happy,Kebakaran hutan 2017 terus turun drastis dibandingkan dengan tahun2 sebelumnya. Berkat ketegasan pak [USERNAME] untuk memecat Kapolda dan Pangkodam jika kebakaran hutan berlangsung terus. #2019TetapJokowi #Jokowi_2_Periode #JokowiMembangunIndonesia [URL],The fire of 2017 continues to decline dramatically compared with the previous years. Thanks to the firmness of the sir [USERNAME] to fire the Police and Pangkodam if the forest fires continue. #2019StayJokowi #Jokowi_2_Periode #Jokowi Builds Indonesia [URL]
2660,sadness,"[USERNAME] Tabungan rencana bagus karena dipaksa, jeleknya ada penalti kalo berhenti di tengah jalan. Bunganya gak jauh beda sama deposito yang bisa dicopet2 dikit di tengah jalan kalau butuh. Sekarang pun masih bayarin sekolah, sekolah ibunya Amme tapi","[USERNAME] Saving the plan is good because it's forced, it's bad if it stops in the middle of the road, it's not much different than deposits that can be stolen in the middle of the road if you need it, it's still paying for school, Amme's mother's school."
2661,fear,"2. K driver gojek, itu seorang stres d tahan pas mau lempar batu ke kepala gue. Dan akhirnya orang2 sekitar pada rame liat, ujung2nya dibawa lah ke RT buat laporan dan nyamperin keluarga beliau d Salemba juga.","Two K drivers, that's an stress-resistant who wants to throw rocks at my head, and eventually people around the ramme see, the ends are brought to the RT for a report and have his family in Salemba as well."
2662,fear,"Si Dera aja, akun alter yang suka flashing her boobs once in a while, bilang dia merinding ngeliat siksaan demi siksaan yg gua alami ahahaha [URL]","It's Dera, an alter account that flashed her boobs once in a while, saying she's got goosebumps looking at the tortures I'm having. [URL]"
2663,happy,"Ini Baru pemikiran Professor, biar Masih junior dibandingkan Professor cebong anu, yg ini lebih bermutu Dan punya dedikasi [URL]","It's just the Professor's thinking, to be a junior compared to Professor Cebong, which is more quality and dedication. [URL]"
2664,fear,"Takut semester ini gak bakalan maksimal. Belajar yang seharusnya 2 semester satu tahun jadi cuma 6 bulan. Pulang sore berangkat pagi, pkl 6 bulan. Alamat setres dadakan.","I'm afraid this semester won't be the maximum, a study that should be two semesters a year, so it's only six months."
2665,fear,"[USERNAME] nyabutnya santae aja pake jari asal jgn kena kuku. beli softlennya yg emg bagus dan jelas. dulu ku pernah beli soflen di tmn cuma yg warna22an gt biasanya item. terus lg gangapa22in ujug22 gatel perih etaunya robek :,( untung cepet22 dikeluari",[USERNAME] Let's just say that Santa's finger is not to be nailed. Buy his nice and clear soft. I used to buy soflen on the only 22rd item. It used to be gangapain ujug22.
2666,anger,"blio juga yg kasih pernyataan ofensif ke Menag pas lagi Rapat dg DPR ttg travel agent umroh-haji. Well, ketauan lah ya seperti apa kapasitasnya","Well, that's what it looks like."
2667,love,"Mungkin dulu sewaktu kecil, mama lah yang lebih sering mengajakmu bercerita atau berdongeng. Tapi tahukah kamu, bahwa sepulang papa bekerja dan dengan wajah lelah papa selalu menanyakan pada mama tentang kabarmu dan apa yang kamu lakukan seharian.","As a child, it may have been my mom who asked you to tell stories or tell stories, but you know that after work and Dad's tired face always asked me about you and what you've been doing all day."
2668,sadness,"mereka adlh orang orang yg berhasil terus buatku gagal ngerjain KTI. gmn engga ngetik baru dapet satu kata, ""yuk foto dulu yuk"". dan sialnya aku tergoda","They're the ones who made it through. I failed KTI. I didn't get one word, ""let's take a picture first."""
2669,happy,"[Late Post] Mumpung cerah kita upload yg seger2 aja dulu, masih di sela2 penugasan, maen2 sedikit ke puncak Kelimutu... . . .","[Late Post] While we're doing a good job of uploading it, it's still on the sidelines, playing a little bit to the top of Kelimutu... . . ."
2670,fear,"Gw jadi nyebayangin orang yg bangunin sahur dimasjid keceplosan "" Shooower..shower ,,shower bapak-bapak ibuk-ibuk..... ""  [URL]","I can imagine the man who built the palace on the mosque of ""Shoower..power, power, father and father-in-law..."" [URL]"
2671,sadness,"Trus mbatin, ""Baik-baik ya sama pemilik barumu. Tuh. Masnya ganteng. Punya cafe lagi. Tar kamu dipake main di cafe kayak yang ku janjiin 4 tahun lalu.""","And then, ""Well, good luck with your new owner, see, he's cute, he's got a cafe again."
2672,anger,"Seni dari demokrasi yah bisa saling mengkritik dan mempatuahi, mau sekarang beliau presiden, sekjen PBB atau siapalah. Gamau dikritik? Mati ajah mungkin disurga kamu damai akan kritik, tapi masih mungkin yah belum pasti. Ha.","The art of democracy can criticize and dictate, whether now he's president, a United Nations agent or something."
2673,love,"Bersandarlah di pundaku sampai kau merasakan kenyamanan, karena sudah keharusan bagiku untuk memberikanmu rasa nyaman","Lean on your shoulders until you find comfort, for it is necessary for me to give you comfort."
2674,fear,Hanya mampu retweet bagi peminat cerita seram tengok je lah. Saya penakut. Kalau tengok kat wayang ni dengar suara aku sorang je menjerit walaupun tutup mata,"I can only retweet for a scary story lover look at me, I'm a coward when I see this puppet, hear my voice and scream even if I close my eyes."
2675,love,"Haha, tiap hari juga kamu selalu terpesona dan semakin terpesona sama aku kkk~","Haha, you've always been fascinated and become more and more fascinated with me!"
2676,anger,Hahaha HRS dapat wahyu ? dari setan bukan dari Alloh [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL],Hahaha HRS got a revelation ? from a demon not from Alloh [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL]
2677,fear,Apa itu keposesifan gue sama sahabat gue takut diapa2in sama L/ Apa gue jealous karena gue lagi ga ada gebetan yang bisa diajak jalan/ Apa gue takut kehilangan sahabat/ Apa gue jealous karena E deket sama L,Is that my positive with my best friend? I'm scared of being with L. - Am I jealous because I don't have a street trip? - Am I afraid of losing my best friend?
2678,fear,"Lagi ada suntik campak gitu. Awalnya gak tau, pas banget mau pipis. Pas mau balik ke kelas gak sengaja liat orang bawa kotak2 gitu. Gue pikir pasti suntik, karena takut. Yaudah taunya gue lari duluan. Sambil teriak SUNTIK SUNTIK!!","I was going to go back to the classroom when I didn't mean to bring a box, I thought I'd give it a shot, because I was afraid I'd run away first."
2679,sadness,"Saat kita membenci sesuatu dg berlebihan dan menghasut orang lain ikut membenci apa yg kita benci, maka kelar sudah hidup kita. Terputus tali rezeki dan bersiap kematian dg penyakit hati &amp","When we hate something too much and incite others to hate what we hate, then it's over with our lives."
2680,love,"[USERNAME] Karena kamu dilahirkan dari rahim seorang perempuan, yang kamu robek tubuhnya agar kamu bisa hidup dan merasakan kasih sayangnya. Maka berikan kasih sayang pada wanitamu itu setulus kasih ibumu :3","[USERNAME] Because you were born from the womb of a woman, which you ripped apart so that you could live and feel love for her."
2681,happy,"huwawawaaaaaa tanoshimidesuuu!!! tapi memang aku pribadi sayang bgt dgn circle ini, jadi aaaaaa *creyong* kita gambar karena suka, dan udh seneng bgt kl mez jg suka dgn yg kita gambar, jd jgn khawatir dgn kurang kontribusi dan sbagainya","But I do love this circle, so we draw it because we like it, and we love it so much that mez likes what we drew, so don't worry about the lack of contributions and everything."
2682,fear,"Lu harus tau rasanya sedeket itu sm orang gila takut bgt gua tuh... Trs temen gua ternyata denger dia bilang ""wah gede jg ya pahanya"" Yalord. Aing teh cm mau piknik naha ada geginian!!! Terus akhirnya w nelpon temen pake ngomong seakan akan dia bapak gua dan nyuruh jemput:(",You have to know how close it feels to a crazy person to be afraid of me!
2683,anger,[USERNAME] PSI terlalu sering membuat blunder sebenarnya itu tdk bagus sbg sebuah Parpol baru yg butuh dukungan rakyat dr berbagai lapisan masyarakat termasuk pendukung kel. Mantan Presiden Soeharto.,"[USERNAME] PSI too often makes a blender actually as bad as a new Parpol who needs people's support from many layers of society including Kel, former President Soeharto."
2684,sadness,"Bersin pertama, ah paling kena bulu. Bersin kedua, debu nih. Bersin ketiga, gatel bat hidung saya. Bersin keempat, kelima, keenama,... Fix mau flu nih.","The first of them, the second of them, the dust of them, the third of them, the bat of my nose, the fourth of them, the fifth of them, the sixth of them, the Fix wants the flu."
2685,love,"Pixy ini kok lama-lama gemesim yaaaa. Setelah jatuh cinta sama lip cream nya, kayak nya bakal jatih cinta sama yang lain. Huft [URL]","This pixy is a long time ago, but after falling in love with her lip cream, it's like being in love with someone else."
2686,fear,Apa yang akan kamu lakukan jika ada singa masuk ke rumahmu? nyuruh singanya makan kau. biar mati kenak makan singa. uh ngeri ya off anonla m h e h e,What will you do if a lion enters your house? Get the lion to eat you. Let him die.
2687,happy,"Lagu ini saya persembahkan bwt pak [USERNAME] [USERNAME] jga pak Walikota Solo, Pak FX Hadi Rudyatmo karena membuat Kota SOLO lebih dikenal luas berkat lagu SOLO yg dibuat [USERNAME] [USERNAME] [URL] #Solo",This song I present to you by making SOLO City more widely known because of the SOLO song created [USERNAME] [USERNAME] [URL] #Solo]
2688,fear,"Serem jg nih kalo sering mati lampu gini. Ngeri aje pas lg ditinggal keluarga ke jogja besok, sendirian di rumah trus mati lampu. Jadi apa aq","It's so scary when you're dead so often, when you're leaving your family at work tomorrow alone at home and you're out of lights."
2689,love,"kalau begitu aku ingin mengatakan kepada Desi: aku sayang kamu, Desi. aku suka kamu, Desi. ini adalah ungkapan perasaanku kepada Desi terlepas apakah dia memendam rasa yang sama atau tidak. [URL]","Then I want to tell Desi: I love you, Desi. I love you, Desi."
2690,love,Aku selalu ada untukmu Kamu selalu ada untuknya .,I'm always there for you. You're always there for her.
2691,anger,"Tapi baru di jaman ini hutang tembus 4000an T, baru di jaman ini juga mako brimob kebobolan, dan baru di jaman ini juga bocah cina nghina presiden dibilang lucu2an, dan di jaman ini pula geruduk kantor berita sambil m","But it's only been recently that 4000s T debt, and it's been a funny day, and it's been a long time since the Chinese kid insulted the president, and it's been a funny day, and it's been a bit of a news agency while he's gone."
2692,fear,"Oh iya, pada saat itu hanya mahasiswa reguler yang mendapatkan kelas bersama beliau, dan aku bersyukur menjadi mahasiswa reguler dan dipertemukan dengan beliau ini. First impression kami terhadap Ka Abel, jujur saja kami ngeri. Maksudnya? kami masih semester II, masih bau cikur.","By the way, at that time only regular students were getting classes with him, and I'm grateful to be regular students and meeting him."
2693,happy,"DONE!!  Kata Pak Suami biar tambah rajin belajar masaknya sa ae ah Btw tengkyuuu bosss adhe_khadoet besok lagi yaa, hahahaa","fontcolor="" # FFFF00""DONE!! fontcolor="" # FFFF00""This sirsaystoentirelylearning the food fontcolor="" # FFFF00""AeahAahAhBtwmakkyu fontcolor="" # FFFF00""bosssadhe_khadoet fontcolor="" # FFFF00""tomorrow, hahahaha"
2694,love,"Cinta itu sederhana. Aku dan kamu, dan tidak ada yang lain. Aku untukmu, dan kamu untukku. Yang lain cuma nonton.","Love is simple, me and you, and nothing else, me for you, and you for me."
2695,happy,"Selamat kamu dapat kuota dari [URL] , wahhh, itu sangat berharga yaaaa #dapetin ucapan itu selain ucapan selamat kamu cantik jadi selama ini dia jelek","Congratulations. You got the quota from [URL], wahhh, it's very valuable. Yeah!"
2696,happy,Blm bisa move on dr keseruan event torch relay asian games 2018 #sisasemalam #dibuangsayang #withgadis @ Rumah Jabatan Gubernur Provinsi Sulawesi Selatan [URL],♪ If you can move on from the fun of event torch relay games 2018 ♪ rest of the night #dirty #with girl @ Home of Southern Sulawesi Province [URL]
2697,anger,"Mahkamah Konstitusi : Dear [USERNAME] : *Hapus Ambang Batas Nyapres, Rakyat Mau Banyak Pilihan* - Tandatangani Petisi! [URL] lewat [USERNAME]","Constitutional Court: Dear [USERNAME]: [Delete Press Threshold, People Want Choices] - Sign Petition! [URL] Through [USERNAME]"
2698,fear,"[USERNAME] Sebelumnya saya bayar pakai tokopedia, dan di laporannya tercantum kode iuran 9180 sekian-sekian.. apakah yang dimaksud kode iuran adalah nomer itu?","[USERNAME] Before I paid for it with a convenience store, and in the report, it's a 91180 grade code.. what is the due code for that number?"
2699,love,Tetap disini.. Jangan biarkan aku sepi sendiri.. Izinkan aku selalu bersamamu.. Dalam ikatan yg direstui semesta.. Aku sayang kamu separuh hatiku,Stay here... don't let me be lonely alone... allow me to be with you... in the bond that the universe has blessed... I love you half my heart.
2700,love,"Cinta takkan pernah berjalan sendirian, karena ada kesetian dan ketulusan yg selalu menuntunnya dan aku punya kesetian dan ketulusan itu buat kamu","Love will never walk alone, because there's loyalty and sincerity that always guides her and I have loyalty and sincerity for you."
2701,fear,Dilemma ku adalah jam segini ngerasa laper dan pgn go food naspad duta minang jaya yg super enak itu tp takut gabisa tidur dan kesiangan bsk pagi huu,My dilemma is this late and the food naspad is a super delicious minang ambassador but is afraid of not sleeping and getting late in the morning.
2702,sadness,"5. Cuacanya selalu terik Utk hal ini saya harus banyak bersyukur ya, di Sorong selama puasa ini rajin hujan bahkan Bali tempat mamake aja ga sesering di sini. Hari2 biasanya juga ga terik2 banget. Btw, Biak kalo pun panas, udaranya bikin seger","Five, the weather is always hot for this."
2703,sadness,"Aliran darahku menghantarkan rasa rindu di sela-sela sel otakku yang terus berbisik untuk mengucapkannya, tapi aku tidak mampu, bahkan hanya untuk menyiratkannya. [URL]","My blood flow creates a longing between my brain cells that keeps whispering to say it, but I can't even afford to imply it. [URL]"
2704,happy,"Baru sehari, masih ada beberapa hari ke depan yg lebih padat tapi sangat menyenangkan. Wish me luck and healthy aja deh buat seminggu ke depan *fingers crossed*",Wish me luck and health will be for the next week and fingers crossed
2705,sadness,"Hari keempat, sebelum sarapan Pak Seno dan Ibu Tuti kembali berbicara dgn kami ""Kalian belum ikhlas ternyata,"" raut wajah kami pada saat itu sudah jauh berubah jika dibandingkan dengan kemarin, tertawa bercanda yang kemarin sempat hilang sudah kembali bersama kami di pagi itu.","The fourth day, before Mr. Seno's breakfast and Mrs. Tuti again spoke to us ""You haven't made up your mind yet,"" the look on our face at that time had changed much compared with yesterday, the laugh of the joke that was lost was back with us that morning."
2706,fear,"Untung ada aa2 berdua ngebantuin itu posisi di tengah2 gelap, sendiri, bener2 gaada siapa2 sampe nyalain senter hp takut ada org dan sejenis nyaaa","It's a good thing the two of us are helping it. It's a place in the middle of the dark, alone, completely empty. It's a light."
2707,sadness,"Gak butuh temen cewe yg pura2 butuh temen cowo yang ketika dichat jawabannya hanya ""oh"", ""iya"", ""haha"", dll. Apalagi cuma diread. ","You don't need a girl who pretends to need a boyfriend who's only gonna say ""oh,"" ""yes,"" ""haha,"" etc."
2708,sadness,"Ketika ada sesuatu hal yang membuat kita jatuh, Percayalah bahwa kita sedang diajarkan bagaimana cara untuk bangkit","When something falls, believe that we're being taught how to rise"
2709,anger,"lalu aku komen begini ""min, kalo posting karya orang tolong minta izin terlebih dahulu dan tag si pemilik karya"" di feed tersebut namun tidak dibalas. lalu aku coba dm dengan kalimat yang sama seperti di komentar feed akun tsb","Then I'm like, ""min, if you post people's work, please ask for permission and tag the owner"" on the feed, but it doesn't come back. And then I'll try to dm with the same sentence as the one on the account feed."
2710,love,Aku suka caramu menyukaiku :'),I like the way you like me:')
2711,love,"Semoga dengan tayangnya film #22menit ini menjadi perantara untuk selalu menebarkan benih-benih cinta, yang akan menumbuhkan persaudaraan diantara umat manusia. #AnsorMajuSatuBarisan [URL]","Hopefully, with #22 minutes of film being screened to spread the seeds of love, that will grow a brotherhood among mankind. #AnsorMajubarian [URL]"
2712,fear,"Kemaren di belakang kampus juga, ada anak kambing asal nyebrang. Eh kambing nya b ajha yang nyebrang w yang histeris takut mereka ketabrak :((","There's a kid behind campus, there's a kid running across."
2713,sadness,"Jika datangmu sudah tidak menggenapi, pergimu pun tidak mengganjilkan, untuk apa kamu dilahirkan? Sebaik-baik manusia adalah yang berguna bagi sesamanya.","When thou hast not fulfilled, thou goest not out, neither art thou born: as is the good of man, so is the good of man."
2714,happy,"Udah ah makin ngelantur wkwk.. Pokoknya niatkan utk ga pake bulu mata palsu. Jgn khawatir bakal ada rintangan ini itu, yakin aja klo niat baik pasti Allah bantu. Smg segala niat dan langkah baik kita (termasuk ninggalin bulu mata palsu ini) Allah kasih ganjaran surga ya","God is All-forgiving, All-compassionate."
